ID;SchoolCode;SchoolName
29923;009912;VOLUNTEER STATE COMMUNITY COLLEGE
29924;009914;ROANE STATE COMMUNITY COLLEGE
29925;009917;IVY TECH COMMUNITY COLLEGE OF INDIANA
29926;009928;PIEDMONT VIRGINIA COMMUNITY COLLEGE
29927;009929;SUNY COLLEGE OF OPTOMETRY
29928;009930;UNIVERSITY OF TEXAS-PERMIAN BASIN
29929;009936;MIDDLESEX COMMUNITY COLLEGE
29930;009937;NEBR METHODIST CLG OF NURS ALLD HLTH
29931;009941;BELMONT TECHNICAL COLLEGE
29932;009942;SHAWNEE STATE UNIVERSITY
29933;009948;NEUMONT UNIVERSITY
29934;009962;LUNA COMMUNITY COLLEGE
29935;009963;CADDO KIOWA VOC TECH CENTER
29936;009964;CENTRAL OKLAHOMA AREA VOC TECH SCH
29937;009965;CANADIAN VALLEY TECHNOLOGY CENTER
29938;009968;GORDON COOPER TECHNOLOGY CENTER
29939;009976;COLLEGE OF THE OUACHITAS
29940;009980;GEORGE C WALLACE STATE CMTY COLLEGE
29941;009981;MORGAN COMMUNITY COLLEGE
29942;009987;SAINT ANTHONY COLLEGE OF NURSING
29943;009989;SANTA BARBARA BUSINESS COLLEGE
29944;009994;PASSAIC COUNTY COMMUNITY COLLEGE
29945;010010;AMERICAN SAMOA CMNTY COLLEGE
29946;010014;GARRETT COMMUNITY COLLEGE
29947;010015;BAYAMON CENTRAL UNIVERSITY
29948;010017;PAYNE THEOLOGICAL SEMINARY
29949;010019;UNIV OF TEXAS SOUTHWESTERN MED CTR
29950;010020;LEWIS AND CLARK COMMUNITY COLLEGE
29951;010021;THOMAS JEFFERSON UNIVERSITY - JEFFERSON
29952;010027;JAMES A. RHODES STATE COLLEGE
29953;010043;BON SECOURS MEMORIAL COLLEGE OF NURSING
29954;010051;LA GUARDIA CMTY COLLEGE - CUNY
29955;010052;JEFFERSON-LEWIS BOCES PRAC NRSGPRG
29956;010053;INDIAN CAPITAL TECHNOLGY CENTER #4
29957;010056;AIKEN TECHNICAL COLLEGE
29958;010060;VERNON COLLEGE
29959;010061;BRYANT & STRATTON COLLEGE - VIRGINIA BEA
29960;010071;ROGUE COMMUNITY COLLEGE
29961;010097;CUNY-MEDGAR W EVERS COLLEGE
29962;010111;CERRO-COSO COMMUNITY COLLEGE
29963;010115;UNIVERSITY OF TEXAS-SAN ANTONIO
29964;010122;PHAGANS' MEDFORD BEAUTY SCHOOL
29965;010130;WADE COLLEGE
29966;010138;STEWART SCHOOL
29967;010142;TOURO COLLEGE
29968;010147;WESTERN SUFFOLK BOCES
29969;010148;COLORADO TECHNICAL UNIVERSITY
29970;010151;VINCENNES BEAUTY COLLEGE
29971;010168;NATIONWIDE BEAUTY ACADEMY
29972;010170;WESTERN DAKOTA TECHNICAL INSTITUTE
29973;010176;WESTMORELAND COUNTY COMMUNITY CLG
29974;010195;ART INSTITUTE OF FT LAUDERDALE
29975;010198;ECPI UNIVERSITY
29976;010219;MEREDITH MANOR EQUESTRIAN CENTRE
29977;010223;MIAMI DADE COLLEGE - NORTH CAMPUS
29978;010248;ART INSTITUTES INTL MINNESOTA
29979;010256;BENEDICTINE COLLEGE
29980;010264;SOUTH COLLEGE
29981;010266;HILLSDALE FREE WILL BAPTIST COLLEGE
29982;010280;OHIO STATE BEAUTY ACADEMY
29983;010286;EMPIRE STATE COLLEGE
29984;010316;LINCOLN COLLEGE OF TECHNOLOGY - MELROSE
29985;010319;FORTIS INSTITUTE
29986;010323;HANNAH E MULLINS SCH-PRAC NRSG
29987;010338;EASTERN VIRGINIA MEDICAL SCHOOL
29988;010340;LOS MEDANOS COLLEGE
29989;010342;SOUTHERN OKLAHOMA TECHNOLOGY CENTER
29990;010343;COLLEGE OF MICRONESIA - FSM
29991;010345;CINCINNATI STATE TECH & COMM CLG
29992;010362;COLLEGE OF SOUTHERN NEVADA
29993;010363;TRUCKEE MEADOWS COMMUNITY CLG
29994;010364;WHATCOM COMMUNITY COLLEGE
29995;010374;METROPOLITAN STATE UNIVERSITY
29996;010378;RABBINICAL COLLEGE OF LONG ISLAND
29997;010387;EL PASO COMMUNITY COLLEGE
29998;010388;READING AREA COMMUNITY COLLEGE
29999;010390;WINDWARD COMMUNITY COLLEGE
30000;010391;OKLAHOMA CITY COMMUNITY COLLEGE
30001;010392;LIBERTY UNIVERSITY
30002;010395;UNIVERSITY OF SAN DIEGO
30003;010402;DAKOTA COUNTY TECHNICAL COLLEGE
30004;010405;PINNACLE CAREER INSTITUTE
30005;010406;JOSEF'S SCHOOL OF HAIR DESIGN
30006;010409;TRICOCI U OF BEAUTY CULTURE-LAFAYETTE
30007;010410;TESST COLLEGE OF TECHNOLOGY
30008;010417;MARINELLO SCHOOL OF BEAUTY
30009;010422;HOUSTON COMMUNITY COLLEGE
30010;010424;SALON PROFESSIONAL ACADEMY THE
30011;010438;HASKELL INDIAN NATIONS UNIVERSITY
30012;010439;SOUTHWEST TENNESSEE COMMUNITY COLLG
30013;010442;OAKLAND COMMUNITY COLLEGE - ROYAL OAK CA
30014;010453;WASHINGTON STATE CMTY COLLEGE
30015;010460;AMERICAN BAPTIST THEOLOGICAL SEMINA
30016;010474;MARYMOUNT CALIFORNIA UNIVERSITY
30017;010487;WEST GEORGIA TECHNICAL COLLEGE
30018;010489;NATIONAL COLLEGE
30019;010490;REGENCY BEAUTY INSTITUTE
30020;010491;HENNEPIN TECHNICAL COLLEGE
30021;010501;LAKEVIEW  COLLEGE OF NURSING
30022;010503;WICHITA TECHNICAL INSTITUTE
30023;010507;ACADEMY OF HAIR DESIGN
30024;010509;HALLMARK UNIVERSITY
30025;010530;QUINEBAUG VALLEY COMMUNITY COLLEGE
30026;010542;EMPIRE BEAUTY SCHOOL
30027;010546;CENTURY COLLEGE
30028;010549;KEHILATH YAKOV RABBINICAL SEMINARY
30029;010551;NEW YORK SCH MED & DENTAL ASSISTANT
30030;010554;CONCORDIA COLLEGE
30031;010567;COLEGIO TECNOLOGICO DE SAN JUAN
30032;010573;WEST VIRGINIA JUNIOR COLLEGE
30033;010618;MID-AMERICA CLG FUNERAL SERVICE
30034;010627;ITT TECHNICAL INSTITUTE
30035;010629;P B COSMETOLOGY EDUCATION CENTRE
30036;010630;NORTHERN INSTITUTE OF COSMETOLOGY
30037;010632;DEWOLFF CLG HAIRSTYLING/COSMETOLOGY
30038;010641;SOUTHERN WESTCHESTER BOCES
30039;010652;PASCO-HERNANDO COMMUNITY CLG
30040;010684;ERIE COMMUNITY COLLEGE-ALL CAMPUSES
30041;010689;WASHBURN INSTITUTE OF TECHNOLOGY
30042;010695;TRI-COUNTY BEAUTY ACADEMY
30043;010700;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-
30044;010717;GREAT PLAINS TECHNOLOGY CENTER SCHOOL DI
30045;010724;CARLOS ALBIZU UNIVERSITY
30046;010727;DEVRY UNIVERSITY
30047;010736;MARION TECHNICAL COLLEGE
30048;010741;MELLIE'S BEAUTY COLLEGE
30049;010761;DALLAS INSTITUTE OF FUNERAL SERVICE
30050;010762;WESTERN OK AREA VOC TECH SCH DIST12
30051;010763;INTER AMERICAN UNIVERSITY OF PUERTO RICO
30052;010764;INTER AMERICAN UNIVERSITY OF PUERTO RICO
30053;010768;MARINELLO SCHOOLS OF BEAUTY - ONTARIO
30054;010771;GUPTON JONES COLLEGE
30055;010779;PORTER AND CHESTER INSTITUTE-ALLCAMPUSES
30056;010813;AMERICAN ACAD MCALLISTER INST
30057;010814;PITTSBURGH INST MORTUARY SCIENCE
30058;010815;MEDVANCE INSTITUTE
30059;010819;CONSERVATORIO DE MUSICA DE PUERTO RICO
30060;010822;VIRGINIA SCH OF HAIR DESIGN
30061;010826;TOM P. HANEY TECHNICAL CENTER
30062;010827;DAVID PRESSLEY PROF SCH OF COSMTLGY
30063;010836;PIVOT POINT ACADEMY
30064;010847;ARIZONA AUTOMOTIVE INSTITUTE
30065;010858;AVALON SCHOOL OF COSMETOLOGY
30066;010861;WEST VIRGINIA BUSINESS COLLEGE
30067;010879;RICHLAND COMMUNITY COLLEGE
30068;010880;CHATFIELD COLLEGE
30069;010903;RIZZIERI INSTITUTE
30070;010906;CINCINNATI CLG OF MORTUARY SCIENCE
30071;010907;TRIANGLE TECH - BUSINESS CAREERS INSTITU
30072;010913;MADISON MEDIA INSTITUTE
30073;010920;WEST VIRGINIA NORTHERN CMTY COLLEGE
30074;010922;UNIVERSITY OF PUERTO RICO - UTUADO
30075;010923;UNION INSTITUTE & UNIVERSITY
30076;010943;RABBINICAL COLLEGE BETH SHRAGA
30077;010975;UNIVERSITY OF PUERTO RICO BAYAMON TECHNI
30078;010997;EAST GEORGIA COLLEGE
30079;010998;PENNSYLVANIA INSTITUTE OF TECH
30080;011009;PALAU COMMUNITY COLLEGE
30081;011031;TECHNICAL CAREER INSTITUTE
30082;011046;CENTRAL OHIO TECHNICAL COLLEGE
30083;011074;BAINBRIDGE COLLEGE
30084;011076;SH-OR YOSHUV RABBINICAL COLLEGE
30085;011098;FLINT INSTITUTE OF BARBERING
30086;011112;FIDM-FASHION INSTITUTE OF DESIGN
30087;011113;MAHARISHI UNIV OF MANAGEMENT
30088;011117;ALLIANT INTERNATIONAL UNIVERSITY
30089;011133;EASTERN IDAHO TECHNICAL COLLEGE
30090;011141;STARK STATE COLLEGE
30091;011145;LONE STAR COLLEGE SYSTEM
30092;011150;ASNUNTUCK COMMUNITY COLLEGE
30093;011161;TEXAS A&M UNIV CORPUS CHRISTI
30094;011163;UNIVERSITY OF TEXAS AT TYLER
30095;011166;BROADVIEW UNIVERSITY
30096;011167;COMMUNITY COLLEGE OF VERMONT
30097;011185;SOUTHWESTERN INDIAN POLYTECH INST
30098;011189;UNITED TALMUDICAL SEMINARY
30099;011192;BETH HAMEDRASH SHAAREI YOSHER INST
30100;011194;STANLY COMMUNITY COLLEGE
30101;011197;MAYLAND COMMUNITY COLLEGE
30102;011206;PIONEER TECHNOLOGY CENTER
30103;011208;ASSOCIATED BETH RIVKAH SCHOOLS
30104;011210;BUNKER HILL COMMUNITY COLLEGE
30105;011245;WEST VIRGINIA SCH OSTEOPATHIC MED
30106;011385;COLLEGE OF THE ATLANTIC
30107;011459;UNIVERSITY OF WISCONSIN-FOX VALLEY
30108;011460;NATIONAL UNIVERSITY
30109;011462;UNIVERSITY OF ALASKA ANCHORAGE
30110;011477;SANFORD MEDICAL CENTER
30111;011481;DIVERS INSTITUTE OF TECHNOLOGY
30112;011484;ADVANCED INSTITUTE OF HAIR DESIGN
30113;011496;BULLARD HAVENS VOC TECH SCHOOL
30114;011505;CREATIVE HAIR STYLING ACADEMY
30115;011519;JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES
30116;011537;MID-AMERICA TECHNOLOGY CENTER
30117;011596;SYLVAIN MELLOUL INTERNATIONAL HAIR ACADE
30118;011614;CHAMPLAIN VALLEY HOSP SCH RAD TECH
30119;011617;NEW YORK METHODIST HOSPITAL
30120;011621;AUTOMOTIVE TRAINING CENTER
30121;011622;WELDER TRAINING & TESTING INST
30122;011626;WESTWOOD COLLEGE - SOUTH BAY
30123;011631;D-JAY'S SCHL OF BEAUTY, ARTS & SCI
30124;011644;UNIV OF MARYLAND UNIVERSITY COLLEGE
30125;011647;SBI CAMPUS - AN AFFILIATE OF SANFORD-BRO
30126;011648;THOMAS EDISON STATE COLLEGE
30127;011670;YESHIVA OF NITRA RABBINICAL COLLEGE -
30128;011672;MENDOCINO COLLEGE
30129;011673;MAINE COLLEGE OF ART
30130;011677;MEMORIAL SLOAN KETTERING CANCER CTR
30131;011678;SUNY POLYTECHNIC INSTITUTE
30132;011686;RASMUSSEN COLLEGE - BLOOMINGTON
30133;011697;VINAL REGIONAL VOC TECH SCHOOL
30134;011707;NORTH-WEST COLLEGE
30135;011711;UNIVERSITY OF HOUSTON-CLEAR LAKE
30136;011715;SCHUYLKILL HEALTH SCHOOL OF NURSING
30137;011718;UNIVERSIDAD DEL ESTE
30138;011719;UNIVERSIDAD DEL TURABO
30139;011727;DELAWARE TECHNICAL COMMUNITY COLLEGE
30140;011730;COLG OF MARIN-INDIAN VALLEY CMPS
30141;011744;NATIONAL BEAUTY COLLEGE
30142;011745;OHIO TECHNICAL COLLEGE
30143;011749;WOOD COUNTY SCH OF PRAC NURSING
30144;011799;PAUL MITCHELL THE SCHOOL FAYETTEVILLE
30145;011810;TAYLOR BUSINESS INSTITUTE
30146;011821;YESHIVATH ZICHRON MOSHE
30147;011824;WISCONSIN INDIANHEAD TECH CLG WITC
30148;011830;BERK TRADE AND BUSINESS SCHOOL
30149;011841;JOHN JAY BEAUTY COLLEGE
30150;011843;NORWICH TECHNICAL HIGH SCHOOL
30151;011852;ITT TECHNICAL INSTITUTE
30152;011859;WORD OF LIFE BIBLE INSTITUTE
30153;011860;MERCY MED CNTR SCHL OF RADIOGRAPHY
30154;011862;NORTHLAND PIONEER COLLEGE
30155;011864;MOHAVE COMMUNITY COLLEGE
30156;011865;CALIFORNIA HAIR DESIGN ACADEMY
30157;011866;LU ROSS ACADEMY
30158;011919;BEAVER FALLS BEAUTY ACADEMY
30159;011921;WESTCHESTER SCH OF BEAUTY CULTURE
30160;011922;BETH HATALMUD RABBINICAL CLG
30161;011926;LEON'S BEAUTY SCHOOL
30162;011930;ROXBURY COMMUNITY COLLEGE
30163;011940;ICPR JUNIOR COLLEGE
30164;011941;AMERICAN UNIVERSITY OF PUERTO RICO
30165;011948;BLACK RIVER TECHNICAL COLLEGE
30166;011969;DORSEY SCHOOL OF BUSINESS
30167;011974;CHILLICOTHE BEAUTY ACADEMY
30168;011984;OHR HAMEIR THEOLOGICAL SEMINARY
30169;011989;TALMUDICAL ACADEMY
30170;011997;YESHIVA KARLIN STOLIN RAB INSTITUTE
30171;012011;TALMUDICAL SEM OHOLEI TORAH
30172;012015;AUSTIN COMMUNITY COLLEGE
30173;012020;VICTORIA BEAUTY COLLEGE
30174;012026;BELLUS ACADEMY
30175;012031;SAN DIEGO CHRISTIAN COLLEGE
30176;012033;BOSSIER PARISH COMMUNITY COLLEGE
30177;012042;MANSFIELD BEAUTY SCHOOLS
30178;012050;ROSEDALE TECHNICAL INSTITUTE
30179;012051;PRO WAY HAIR SCHOOL
30180;012059;TRINITY BIBLE COLLEGE
30181;012064;HAMILTON TECHNICAL COLLEGE
30182;012068;MANSFIELD BEAUTY SCHOOL
30183;012088;SULLIVAN COLLEGE OF TECHNOLOGY AND DESIG
30184;012090;ROBERT FIANCE BEAUTY SCHOOLS
30185;012092;KENNETH SHULER SCHOOL OF COSMETOLOGY
30186;012105;NATIONAL PARK COMMUNITY COLLEGE
30187;012123;UNIVERSITY OF PUERTO RICO, AGUADILLA REG
30188;012154;CALIFORNIA INSTITUTE OF INTEGRAL STUDIES
30189;012164;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY
30190;012165;ATLANTA METROPOLITAN COLLEGE
30191;012166;CAROUSEL BEAUTY COLLEGE
30192;012178;MBTI BUSINESS TRNG INSTITUTE
30193;012182;CHATTAHOOCHEE VALLEY CMTY CLG
30194;012187;BLACKSTONE VALLEY VOCATIONAL REGIONAL SC
30195;012203;MEMORIAL HOSPITAL SCH OF NURSING
30196;012248;CENTRAL SCHOOL OF PRACTICAL NURSING
30197;012259;BATES TECHNICAL COLLEGE
30198;012260;EAST ARKANSAS COMMUNITY COLLEGE
30199;012261;NORTH ARKANSAS COLLEGE
30200;012263;ATLANTIC TECHNICAL CENTER
30201;012267;FORTIS COLLEGE
30202;012268;BALDWIN BEAUTY SCHOOL #5
30203;012272;MOORE-NORMAN TECHNOLOGY CENTER
30204;012277;NEW YORK CHIROPRACTIC COLLEGE
30205;012291;WRIGHT BEAUTY ACADEMY
30206;012293;VEEB NASSAU CNTY SCHL OF PRACT NURS
30207;012295;JZ TREND ACADEMY PAUL MITCHELL PARTNER S
30208;012297;LAREDO BEAUTY COLLEGE
30209;012300;PALMER COLLEGE OF CHIROPRACTIC
30210;012309;UNIVERSITY OF WESTERN STATES
30211;012314;TRINITY INTERNATIONAL UNIVERSITY - SOUTH
30212;012315;CORNISH COLLEGE OF THE ARTS
30213;012328;NORTHWESTERN HEALTH SCIENCES UNIV
30214;012347;PHAGANS CENTRAL OREGON BEAUTY CLG
30215;012348;PHAGANS BEAUTY COLLEGE
30216;012350;PHAGANS SCHOOL OF HAIR DESIGN
30217;012351;PHAGANS SCHOOL OF BEAUTY
30218;012358;PLAZA COLLEGE
30219;012359;B M SPURR SCHOOL OF PRAC NURSING
30220;012362;NORTHWESTERN COLLEGE
30221;012364;SAINT VINCENTS CATHOLIC MEDICAL CENTERS
30222;012385;BLOOMINGTON-NORMAL SCH RADIOGRAPHY
30223;012386;SOUTHEASTERN TECHNICAL INSTITUTE
30224;012387;OTSEGO AREA SCHOOL OF PRAC NURSING
30225;012407;SCHUYLER-CHEMUNG-TIOGA BOCES
30226;012425;STONE ACADEMY
30227;012432;COSSATOT COMMUNITY COLLEGE
30228;012435;RICH MOUNTAIN COMMUNITY COLLEGE
30229;012446;UNIVERSAL COLLEGE OF BEAUTY
30230;012452;EVERGREEN VALLEY COLLEGE
30231;012461;LINCOLN TECHNICAL INSTITUTE
30232;012462;HOHOKUS - HACKENSACK SCHOOL OF BUSINESS
30233;012470;BRYANT & STRATTON COLLEGE - GREECE
30234;012473;NORTHEAST TECHNOLOGY CENTER
30235;012474;MERIDIAN TECHNOLOGY CENTER
30236;012482;ATI TECHNICAL TRAINING CENTER
30237;012483;COSMETOLOGY CAREER CENTER-A PAUL MITCHEL
30238;012500;RANKEN TECHNICAL COLLEGE
30239;012522;HACIENDA LA PUENTE ADULT EDUC CTR
30240;012523;TALMUDICAL YESHIVA OF PHILA
30241;012525;CARIBBEAN UNIVERSITY
30242;012544;FIRST COAST TECHNICAL COLLEGE
30243;012550;LOS ANGELES MISSION COLLEGE
30244;012557;ERIE 1 BOCES
30245;012561;FIVE TOWNS COLLEGE
30246;012572;TULSA COUNTY AREA VOC TECH SCHOOL
30247;012573;WEST VIRGINIA UNIV-HOSP-RAD TECH
30248;012574;RINGLING SCHOOL OF ART AND DESIGN
30249;012580;ST LOUIS CHRISTIAN COLLEGE
30250;012584;ILLINOIS INSTITUTE OF ART (THE)
30251;012606;EMPIRE BEAUTY SCHOOL
30252;012627;METROPLEX BEAUTY SCHOOL
30253;012634;NORTHEAST IOWA COMMUNITY COLLEGE
30254;012650;MARINELLO SCHOOL OF BEAUTY
30255;012651;MARINELLO SCHOOL OF BEAUTY - CITY OF IND
30256;012652;ONONDAGA CORTLAND MADISON BOCES
30257;012670;BEL-REA INST OF ANIMAL TECH
30258;012672;CAROUSEL BEAUTY COLLEGE
30259;012674;CAROUSEL BEAUTY COLLEGE - OF MIAMI VALLE
30260;012693;PELLISSIPPI STATE COMMUNITY COLLEGE
30261;012723;KY TECH-WAYNE COUNTY AREA TECH CTR
30262;012744;SOUTHSIDE REGIONAL MED CTR PROF SCHOOLS
30263;012750;EDISON COMMUNITY COLLEGE
30264;012783;OSWEGO COUNTY BOCES ADULT CAREERS
30265;012813;JOHN WOOD COMMUNITY COLLEGE
30266;012823;PAT GOINS RUSTON BEAUTY SCHOOL
30267;012838;LAURA AND ALVIN SIEGAL COLLEGE OF JUDAIC
30268;012848;MOLER-HOLLYWOOD BEAUTY COLLEGE
30269;012850;INTERNATIONAL SALON AND SPA ACADEMY
30270;012860;ARKANSAS NORTHEASTERN COLLEGE
30271;012870;SOUTHERN STATE COMMUNITY COLLEGE
30272;012872;NORTH-WEST COLLEGE
30273;012874;CITY COLLEGE OF SAN FRANCISCO
30274;012875;PICKENS TECHNICAL COLLEGE
30275;012879;PAT GOINS BENTON ROAD BEAUTY SCHOOL
30276;012880;CELEBRITY STYLIST BEAUTY SCHOOL
30277;012881;MONTACHUSETT REG VOC TECH SCH
30278;012891;ANTONELLI COLLEGE
30279;012896;VIRGINIA MARTI COLLEGE OF ART AND DESIGN
30280;012904;MONONGALIA CNTY TECH ED CTR
30281;012907;LAKE TAHOE COMMUNITY COLLEGE
30282;012911;MARINELLO SCHOOL OF BEAUTY - HUNTINGTON
30283;012929;SOUTH HILLS BEAUTY ACADEMY
30284;012930;CHARLES & SUE'S SCH OF HAIR DESIGN
30285;012932;TINT SCHOOL OF MAKEUP & COSMETOLOGY
30286;012942;ROSEMEAD BEAUTY SCHOOL
30287;012948;ROB ROY ACADEMY
30288;012954;HUDSON COUNTY COMMUNITY COLLEGE
30289;012967;MID-EAST CAREER & TECH CENTERS-ADULT ED
30290;012976;NEBRASKA CHRISTIAN COLLEGE
30291;012983;TESST COLLEGE OF TECHNOLOGY
30292;012984;PROFESSIONAL INSTITUTE OF BEAUTY
30293;012989;OCEANSIDE COLLEGE OF BEAUTY
30294;013000;LAKE TECHNICAL CENTER
30295;013001;BAPTIST COLLEGE OF FLORIDA (THE)
30296;013003;NEILSON BEAUTY COLLEGE
30297;013005;OLYMPIAN UNIVERSITY OF COSMETOLOGY
30298;013006;LA' JAMES INTERNATIONAL COLLEGE-CF
30299;013007;NAZARENE BIBLE COLLEGE
30300;013010;LANCASTER BEAUTY SCHOOL
30301;013016;OGLE SCHOOL HAIR SKIN NAILS
30302;013021;UNIVERSIDAD DEL NORESTE, A.C.
30303;013022;CITY UNIVERSITY OF SEATTLE
30304;013026;MACHZIKEI HADATH RABBINICAL COLLEGE
30305;013027;YESHIVATH VIZNITZ
30306;013029;BORICUA COLLEGE
30307;013039;SOUTH UNIVERSITY
30308;013040;NORTHWOOD UNIVERSITY
30309;013074;AMERICAN BEAUTY COLLEGE
30310;013088;CAPRI OAK FOREST COLLEGE OF BEAUTY
30311;013095;SALON SUCCESS ACADEMY
30312;013124;ROXBOROUGH MEM HOSP SCH OF NURSING
30313;013129;HOHOKUS SCHOOL - RETS/NUTLEY
30314;013130;PHAGANS TIGARD BEAUTY SCHOOL
30315;013132;INTERNATIONAL CLG OF BROADCASTING
30316;013134;YESHIVATH BETH MOSHE
30317;013189;CONTINENTAL ACADEMIE OF HAIR DESIGN
30318;013204;SUFFOLK COMMUNITY CLG-W. CAMPUS
30319;013208;BAPTIST BIBLE COLLEGE
30320;013217;OZARKA COLLEGE
30321;013218;M J MURPHY BTY CLG MT PLEASANT
30322;013231;UNIVERSITY OF HOUSTON-VICTORIA
30323;013232;ACADEMY OF HAIR DESIGN
30324;013234;LORENZO WALKER INST OF TECHNOLOGY
30325;013243;SIKESTON CAREER AND TECHNOLOGY CTR
30326;013244;PNW BOCES LPN PROGRAM
30327;013263;SOUTH HILLS SCHOOL OF BUSINESS & TECHNOL
30328;013500;MARINELLO SCHOOL OF BEAUTY
30329;013505;ACADEMY COLLEGE
30330;013509;OHIO STATE SCH COSMETOLOGY
30331;013513;COLORADO SCHOOL OF TRADES
30332;013514;ELI WHITNEY TECHNICAL HIGH SCHOOL
30333;013517;COLUMBIA CENTRO UNIVERSITARIO
30334;013519;PENTA COUNTY JOINT VOCATIONAL SCH
30335;013529;FOUR RIVERS CAREER CENTER
30336;013530;AUTRY TECHNOLOGY CENTER
30337;013531;WM R MOORE COLLEGE OF TECHNOLOGY
30338;013536;COASTLINE COMMUNITY COLLEGE
30339;013542;BROCKTON HOSPITAL SCH OF NURSING
30340;013549;THOMAS JEFF UNIV-CLG ALLIED HEALTH
30341;013557;FREDRICK & CHARLES BEAUTY COLLEGE
30342;013558;PORTSMOUTH BTY SCH OF HAIR DESIGN
30343;013562;KAPLAN COLLEGE
30344;013568;FRANKLIN TECHNOLOGY CENTER
30345;013580;L. E. FLETCHER TECHNICAL COMMUNITY COLLE
30346;013583;CROWLEYS RIDGE TECHNICAL INSTITUTE
30347;013585;TRUMBULL BUSINESS COLLEGE
30348;013587;EDP COLLEGE OF PUERTO RICO
30349;013590;ROMAN ACADEMY OF BEAUTY CULTURE
30350;013591;HASTINGS BEAUTY SCHOOL
30351;013598;MARINELLO SCHOOL OF BEAUTY
30352;013601;HARRINGTON COLLEGE OF DESIGN
30353;013602;DELTA SCH OF BUSINESS & TECHNOLOGY
30354;013603;MICHIGAN INSTITUTE OF AERONAUTICS
30355;013606;NEW YORK SCHOOL OF INTERIOR DESIGN
30356;013608;DAYMAR COLLEGE
30357;013618;EASTWICK COLLEGE
30358;013624;BROWN CLG OF COURT REPORTING & M.T.
30359;013629;HENRICO CTY ST MARYS HOSP PRAC NRSG
30360;013631;NASHVILLE CLG OF MEDICAL CAREERS
30361;013637;VICTOR VALLEY BEAUTY COLLEGE, INC
30362;013650;VENUS BEAUTY ACADEMY
30363;013653;CHARLES R DREW UNIV OF MED & SCI
30364;013657;ROANE-JACKSON TECHNICAL CENTER
30365;013659;PRESCOTT COLLEGE
30366;013670;MITCHELL'S HAIR STYLING ACADEMY
30367;013674;MILAN INSTITUTE OF COSMETOLOGY
30368;013676;UNITED TECHNICAL CENTER
30369;013683;POPLAR BLUFF TECHNICAL CAREER CNTR
30370;013689;SARASOTA COUNTY TECHNICAL INSTITUTE
30371;013710;WESTERN STATE COLLEGE OF LAW
30372;013721;UINTAH BASIN APPLIED TECHNOLOGY CLG
30373;013732;BENJAMIN FRANKLIN CAREER&TECH
30374;013753;GATEWAY COMMUNITY & TECHNOLOGY COLL
30375;013758;KY TECH-KNOTT CO. TECHNOLOGY CTR
30376;013759;KY TECH-BREATHITT COUNTY VOC ED CTR
30377;013760;KY TECH-LETCHER CNTY AREA TECH CTR
30378;013761;KY TECH-LESLIE COUNTY AREA TECH CTR
30379;013762;KY TECH-LEE COUNTY AREA TECH CTR
30380;013774;MONTSERRAT COLLEGE OF ART
30381;013780;THOMAS JEFFERSON SCHOOL OF LAW
30382;013785;PIKE/LINCOLN TECHNICAL CENTER
30383;013791;PAUL MITCHELL THE SCHOOL WICHITA
30384;013794;PAUL MITCHELL THE SCHOOL
30385;013807;LYTLE'S REDWOOD EMPIRE BEAUTY CLG
30386;013814;TALMUDIC COLLEGE OF FLORIDA
30387;013816;TELSHE YESHIVA-CHICAGO
30388;013819;LAUREL UNIVERSITY
30389;013822;TONI & GUY HAIRDRESSING ACADEMY
30390;013828;CALIFORNIA BEAUTY COLLEGE
30391;013831;SIERRA COLLEGE OF BEAUTY
30392;013842;WOR-WIC COMMUNITY COLLEGE
30393;013850;COLLEGE OF WILMINGTON
30394;013853;SHERMAN CLG STRAIGHT CHIROPRACTIC
30395;013855;WARDS CORNER BEAUTY ACADEMY
30396;013857;SOUTHEASTERN BIBLE COLLEGE
30397;013858;SOUTH ARKANSAS COMMUNITY COLLEGE
30398;013863;DEL-MAR-VA BEAUTY ACADEMY
30399;013877;COX HEALTH - COX COLLEGE
30400;013879;ENID BEAUTY COLLEGE
30401;013885;CONCORDIA UNIVERSITY
30402;013889;DANVILLE REGIONAL MEDICAL CENTER SCHOOL
30403;013891;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY
30404;013893;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-
30405;013894;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY
30406;013895;TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-
30407;013896;WESTERN NEVADA COLLEGE
30408;013898;WASHINGTON HOLMES TECHNICAL CENTER
30409;013902;CHRIS' BEAUTY COLLEGE
30410;013904;OHIO STATE COLLEGE/BARBER STYLING
30411;013905;PHAGANS' SCHOOL OF HAIR DESIGN
30412;013914;CAREER ACADEMY OF BEAUTY
30413;013917;PINELLAS TECHNICAL EDUCATION CENTERS - S
30414;013918;APEX SCHOOL OF BEAUTY CULTURE, INC
30415;013920;LABARON HAIRDRESSING ACADEMY
30416;013926;GENE JUAREZ BEAUTY SCHOOLS
30417;013928;ITT TECHNICAL INSTITUTE
30418;013935;UNIVERSITY OF THE SOUTHWEST
