ID;SchoolCode;SchoolName
27080;G34664;SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG
27081;G34733;UNIVERSITY OF THE ARTS LONDON
27082;G34783;ROYAL WELSH COLLEGE OF MUSIC AND DRAMA
27083;G34784;PHOENIX SEMINARY
27084;G34923;UNIVERSITY OF OXFORD - GREEN TEMPLETON C
27085;G34924;UNIV OF CAMBRIDGE-ST CATHERINE'S CG
27086;G34944;UNIV OF CAMBRIDGE-SELWYN COLLEGE
27087;G34945;UNIVERSITY OF OXFORD - ST BENET'S HALL
27088;G34946;UNIV OF OXFORD-HARRIS MANCHESTER
27089;G35014;LEEDS METROPOLITAN UNIVERSITY
27090;G35043;NATL GRAD SCH OF QUALITY SYSTM MGMT
27091;G35073;UNIVERSITY OF SUNDERLAND
27092;G35103;ERIKSON INSTITUTE
27093;G35153;UNIVERSITY OF CENTRAL LANCASHIRE
27094;G35173;UNIVERSITY OF BRIGHTON
27095;G35183;EUROPEAN GRADUATE SCHOOL (EGS)
27096;G35333;BATH SPA UNIVERSITY
27097;G35453;UNIVERSITY OF THE ROCKIES
27098;G35473;UNIVERSITY OF SOUTH WALES
27099;G35593;APPALACHIAN SCHOOL OF LAW
27100;G35604;NIAGARA COLLEGE-WELLAND CAMPUS
27101;G35803;LIVERPOOL JOHN MOORES UNIVERSITY
27102;G35894;ARTS INSTITUTE AT BOURNEMOUTH (THE)
27103;G35924;IRELL & MANELLA GRADUATE SCHOOL OF BIOLO
27104;G35943;GROUP ESC GRENOBLE GRAD SCH OF BUS.
27105;G35973;JAGIELLONIAN UNIVERSITY
27106;G36133;UNIV OF NORTHERN BRITISH COLUMBIA
27107;G36175;PHOENIX INSTITUTE OF HERBAL MEDICINE & A
27108;G36193;UNIVERSITY OF GREENWICH
27109;G36444;CANADIAN MENNONITE UNIVERSITY
27110;G36534;UNIVERSIDAD DE IBEROAMERICA - UNIBE
27111;G36633;HOOD THEOLOGICAL SEMINARY
27112;G36743;UNIVERSITY OF ABERTAY DUNDEE
27113;G36843;NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOO
27114;G36844;UNIVERSITY OF LINCOLN
27115;G36845;MEDICAL UNIVERSITY OF GDANSK
27116;G36863;COLORADO SCHOOL OF TRADITIONAL CHINESE M
27117;G36914;AVE MARIA SCHOOL OF LAW
27118;G36943;UNIVERSITY OF CHICHESTER
27119;G37093;EDWARD VIA VIRGINIA CLG OSTEOPATHIC MED
27120;G37163;UNIVERSITY OF SOUTH WALES - NEWPORT, CAE
27121;G37213;WRITTLE COLLEGE
27122;G37383;LONDON SCHOOL OF THEOLOGY
27123;G37473;BEXLEY HALL SEMINARY
27124;G37703;NAZARENE THEOLOGICAL COLLEGE
27125;G37803;SABA UNIVERSITY SCHOOL OF MEDICINE
27126;G37813;PRINCETON INFORMATION TECHNOLOGY CENTER
27127;G37944;ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC
27128;G38073;ROSE BRUFORD COLLEGE
27129;G38164;AMERICAN GRAD SCH OF INTERNTL REL & DIPL
27130;G38183;LEIPZIG GRADUATE SCHOOL OF MANAGEMENT
27131;G38243;ROYAL VETERINARY COLLEGE (THE), UNIVERSI
27132;G38293;INTERNATIONAL CHRISTIAN COLLEGE
27133;G38403;OXFORD GRADUATE SCHOOL
27134;G38463;PACIFIC LIFE BIBLE COLLEGE
27135;G38473;CRANDALL UNIVERSITY
27136;G38533;KECK GRADUATE INSTITUTE OF APPLIED LIFE
27137;G38594;UNIVERSITY COLLEGE FALMOUTH
27138;G38724;INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES
27139;G38803;UNIVERSITY OF GLOUCESTERSHIRE (THE)
27140;G38813;CLARKSON UNIVERSITY - CAPITAL REGION CAM
27141;G38883;DRAGON RISES COLLEGE OF ORIENTAL MEDICIN
27142;G38974;INTERNATIONAL SPACE UNIVERSITY
27143;G39393;WOLFORD COLLEGE
27144;G39493;WON INSTITUTE OF GRADUATE STUDIES
27145;G39743;ST. GEORGE'S UNIVERSITY, SCHOOL OF VETER
27146;G40024;ECUMENICAL THEOLOGICAL SEMINARY
27147;G40214;AMERICAN COLLEGE, DUBLIN LIMITED (THE)
27148;G40215;CENTRAL EUROPEAN UNIVERSITY
27149;G40323;YORK ST JOHN UNIVERSITY
27150;G40463;HK UNIVERSITY OF SCI & TECH (HKUST)
27151;G40703;RAPHAEL RECANATI INTERNATIONAL SCHOOL, T
27152;G40753;QUEST UNIVERSITY CANADA
27153;G40763;NEWCASTLE COLLEGE
27154;G40854;NEW ZEALAND COLLEGE OF CHIROPRACTIC
27155;G40963;CHARLESTON SCHOOL OF LAW
27156;G41004;TAFT UNIVERSITY SYSTEM (THE)
27157;G41133;LEBANESE AMERICAN UNIVERSITY
27158;G41144;INSTITUTE OF WORLD POLITICS (THE)
27159;G41159;LIVERPOOL HOPE UNIVERSITY
27160;G41163;EDHEC BUSINESS SCHOOL
27161;G41180;BYZANTINE CATHOLIC SEMINARY OF SAINTS CY
27162;G41212;INSTITUTE OF TAOIST EDUCATION AND ACUPUN
27163;G41231;ATLANTIC SCHOOL OF THEOLOGY
27164;G41286;UNIVERSITY OF WORCESTER
27165;G41287;HERTIE SCHOOL OF GOVERNANCE
27166;G41305;PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE
27167;G41314;ARIZONA SUMMIT LAW SCHOOL
27168;G41342;LONDON CONTEMPORARY DANCE SCHOOL
27169;G41391;UNIVERSITA DEGLI STUDI DI SCIENZE GASTRO
27170;G41399;FUTURE GENERATIONS GRADUATE SCHOOL
27171;G41427;PONTIFICAL JOHN PAUL II INSTITUTE FOR ST
27172;G41437;ST MARY'S UNIVERSITY COLLEGE TWICKENHAM
27173;G41461;URSHAN GRADUATE SCHOOL OF THEOLOGY
27174;G41464;DAOIST TRADITIONS COLLEGE OF CHINESE MED
27175;G41527;ASTRODOME CAREER CENTERS
27176;G41555;ACADEMY FOR JEWISH RELIGION, CALIFORNIA
27177;G41567;AMBROSE UNIVERSITY COLLEGE
27178;G41612;PINCHOT UNIVERSITY
27179;G41652;MAUNA LOA HELICOPTERS
27180;G41672;COMMONWEALTH MEDICAL COLLEGE (THE)
27181;G41682;EUROPEAN UNIVERSITY AT ST. PETERSBURG
27182;G41694;NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC
27183;G41765;ESMT EUROPEAN SCHOOL OF MANAGEMENT AND T
27184;G41798;SOTHEBY'S INSTITUTE OF ART - NY
27185;G41806;APPALACHIAN COLLEGE OF PHARMACY
27186;G41837;HEALING ARTS INSTITUTE
27187;G41839;CETYS UNIVERSIDAD
27188;G41888;INSTITUTE FOR DOCTORAL STUDIES IN THE VI
27189;G41889;NORTHWEST INSTITUTE OF LITERARY ARTS
27190;G41932;ROCKY MOUNTAIN UNIVERSITY OF HEALTH PROF
27191;G41976;FLORIDA INSTITUTE OF RECORDING, SOUND AN
27192;G42065;MYCOMPUTERCAREER.COM
27193;G42076;AMERICAN ACADEMY OF PERSONAL TRAINING
27194;G42115;BEAUTIFUL YOU SCHOOL OF NAIL TECHNOLOGY
27195;G42174;HIGH TECH HIGH GRADUATE SCHOOL OF EDUCAT
27196;G42186;VIRGINIA TECH CARILION SCHOOL OF MEDICIN
27197;G42194;UNIVERSIDAD TORCUATO DI TELLA
27198;G42235;LYNNES WELDING TRAINING
27199;G42238;ELECTRICAL TRAINING CENTER (THE)
27200;G42374;WRIGHT GRADUATE UNIVERSITY FOR THE REALI
27201;001002;ALABAMA AGRCLTL & MECHL UNIV
27202;001003;FAULKNER UNIVERSITY
27203;001004;UNIVERSITY OF MONTEVALLO
27204;001005;ALABAMA STATE UNIVERSITY
27205;001007;CENTRAL ALABAMA COMMUNITY COLLEGE
27206;001008;ATHENS STATE UNIVERSITY
27207;001009;AUBURN UNIVERSITY
27208;001012;BIRMINGHAM SOUTHERN COLLEGE
27209;001013;CALHOUN COMMUNITY COLLEGE
27210;001015;ENTERPRISE STATE COMMUNITY COLLEGE
27211;001016;UNIVERSITY OF NORTH ALABAMA
27212;001017;GADSDEN STATE COMMUNITY COLLEGE
27213;001018;GEORGE C WALLACE COMMUNITY COLLEGE
27214;001019;HUNTINGDON COLLEGE
27215;001020;JACKSONVILLE STATE UNIVERSITY
27216;001021;JEFFERSON DAVIS COMMUNITY COLLEGE
27217;001022;JEFFERSON STATE COMMUNITY COLLEGE
27218;001023;JUDSON COLLEGE
27219;001024;UNIVERSITY OF WEST ALABAMA
27220;001026;MARION MILITARY INSTITUTE
27221;001028;MILES COLLEGE
27222;001029;UNIVERSITY OF MOBILE
27223;001030;BISHOP STATE COMMUNITY COLLEGE
27224;001031;NORTHEAST ALABAMA STATE CMNTY COLG
27225;001033;OAKWOOD COLLEGE
27226;001034;ALABAMA SOUTHERN COMMUNITY COLLEGE
27227;001036;SAMFORD UNIVERSITY
27228;001038;SNEAD STATE COMMUNITY COLLEGE
27229;001040;SOUTHERN UNION STATE COMMUNITY CLG
27230;001041;SPRING HILL COLLEGE
27231;001044;STILLMAN COLLEGE
27232;001046;TALLADEGA COLLEGE
27233;001047;TROY UNIVERSITY
27234;001050;TUSKEGEE UNIVERSITY
27235;001051;UNIVERSITY OF ALABAMA (THE)
27236;001052;UNIVERSITY OF ALABAMA AT BIRMINGHAM
27237;001055;UNIVERSITY OF ALABAMA IN HUNTSVILLE
27238;001057;UNIVERSITY OF SOUTH ALABAMA
27239;001059;LAWSON STATE COMMUNITY COLLEGE
27240;001060;FAULKNER STATE COMMUNITY COLLEGE
27241;001061;ALASKA PACIFIC UNIVERSITY
27242;001063;UNIVERSITY OF ALASKA FAIRBANKS
27243;001065;UNIVERSITY OF ALASKA SOUTHEAST
27244;001071;ARIZONA WESTERN COLLEGE
27245;001072;COCHISE COLLEGE
27246;001073;EASTERN ARIZONA COLLEGE
27247;001074;GRAND CANYON UNIVERSITY
27248;001076;GLENDALE COMMUNITY COLLEGE
27249;001077;MESA COMMUNITY COLLEGE
27250;001078;PHOENIX COLLEGE
27251;001079;YAVAPAI COLLEGE
27252;001081;ARIZONA STATE UNIV (ALL CAMPUSES)
27253;001082;NORTHERN ARIZONA UNIVERSITY
27254;001083;UNIVERSITY OF ARIZONA
27255;001085;UNIV ARKANSAS MONTICELLO
27256;001086;UNIV OF ARKANSAS AT PINE BLUFF
27257;001087;ARKANSAS BAPTIST COLLEGE
27258;001088;LYON COLLEGE
27259;001089;ARKANSAS TECH UNIVERSITY
27260;001090;ARKANSAS STATE UNIVERSITY
27261;001091;ARKANSAS STATE UNIVERSITY - BEEBE
27262;001092;UNIVERSITY OF CENTRAL ARKANSAS
27263;001093;CENTRAL BAPTIST COLLEGE
27264;001094;UNIVERSITY OF THE OZARKS
27265;001095;CROWLEYS RIDGE COLLEGE
27266;001097;HARDING UNIVERSITY
27267;001098;HENDERSON STATE UNIVERSITY
27268;001099;HENDRIX COLLEGE
27269;001100;JOHN BROWN UNIVERSITY
27270;001101;UNIV ARKANSAS LITTLE ROCK
27271;001102;OUACHITA BAPTIST UNIVERSITY
27272;001103;PHILANDER SMITH COLLEGE
27273;001104;PHILLIPS COUNTY COMMUNITY COLLEGE
27274;001105;SHORTER COLLEGE
27275;001106;WILLIAMS BAPTIST COLLEGE
27276;001107;SOUTHERN ARKANSAS UNIVERSITY
27277;001108;UNIV ARKANSAS FAYETTEVILLE
27278;001109;UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN
27279;001110;UNIVERSITY OF ARKANSAS-FORT SMITH
27280;001111;ALLAN HANCOCK COLLEGE
27281;001113;ANTELOPE VALLEY COLLEGE
27282;001116;ART CENTER COLLEGE OF DESIGN
27283;001117;AZUSA PACIFIC UNIVERSITY
27284;001118;BAKERSFIELD COLLEGE
27285;001119;BARSTOW COMMUNITY COLLEGE
27286;001122;BIOLA UNIVERSITY
27287;001123;BROOKS INSTITUTE
27288;001124;CABRILLO COLLEGE
27289;001125;CALIFORNIA BAPTIST UNIVERSITY
27290;001127;CALIFORNIA COLLEGE OF THE ARTS
27291;001131;CALIFORNIA INSTITUTE OF TECHNOLOGY
27292;001132;CALIFORNIA INSTITUTE OF THE ARTS
27293;001133;CALIFORNIA LUTHERAN UNIVERSITY
27294;001134;CALIFORNIA MARITIME ACADEMY
27295;001137;CALIF STATE UNIV-FULLERTON
27296;001138;CALIFORNIA STATE UNIVERSITY, EAST BAY
27297;001139;CALIF STATE UNIV-LONG BEACH
27298;001140;CALIF STATE UNIV-LOS ANGELES
27299;001141;CALIF STATE UNIV, DOMINGUEZ HILLS
27300;001142;CALIF STATE UNIV SAN BERNARDINO
27301;001143;CAL POLY STATE UNIVERSITY
27302;001144;CALIF STATE POLYTECHNIC UNIV POMONA
27303;001146;CALIF STATE UNIV - CHICO
27304;001147;CALIF STATE UNIV - FRESNO
27305;001149;HUMBOLDT STATE UNIVERSITY
27306;001150;CALIF STATE UNIV-SACRAMENTO
27307;001151;SAN DIEGO STATE UNIVERSITY
27308;001153;CALIF STATE UNIV-NORTHRIDGE
27309;001154;SAN FRANCISCO STATE UNIVERSITY
27310;001155;SAN JOSE STATE UNIVERSITY
27311;001156;SONOMA STATE UNIVERSITY
27312;001157;CALIF STATE UNIV-STANISLAUS
27313;001161;CERRITOS COLLEGE
27314;001162;CHABOT COLLEGE
27315;001163;CHAFFEY COLLEGE
27316;001164;CHAPMAN UNIVERSITY
27317;001166;CITRUS COLLEGE
27318;001170;CLAREMONT MCKENNA COLLEGE
27319;001171;HARVEY MUDD COLLEGE
27320;001172;PITZER COLLEGE
27321;001173;POMONA COLLEGE
27322;001174;SCRIPPS COLLEGE
27323;001176;WEST HILLS COMMUNITY COLLEGE
27324;001177;COGSWELL POLYTECHNICAL COLLEGE
27325;001178;COLLEGE OF MARIN
27326;001179;NOTRE DAME DE NAMUR UNIVERSITY
27327;001181;COLLEGE OF SAN MATEO
27328;001182;COLLEGE OF THE DESERT
27329;001183;HOLY NAMES UNIVERSITY
27330;001185;COLLEGE OF THE REDWOODS
27331;001186;COLLEGE OF THE SEQUOIAS
27332;001187;COLLEGE OF THE SISKIYOUS
27333;001188;COMPTON COMMUNITY COLLEGE
27334;001190;CONTRA COSTA COLLEGE
27335;001191;DIABLO VALLEY COLLEGE
27336;001192;CUESTA COLLEGE
27337;001193;CYPRESS COLLEGE
27338;001196;DOMINICAN UNIVERSITY OF CALIFORNIA
27339;001197;EL CAMINO COLLEGE
27340;001199;FOOTHILL COLLEGE
27341;001201;FULLERTON COLLEGE
27342;001202;GAVILAN COLLEGE
27343;001203;GLENDALE COMMUNITY COLLEGE
27344;001205;GOLDEN GATE UNIVERSITY
27345;001206;GOLDEN WEST COLLEGE
27346;001208;GROSSMONT COLLEGE
27347;001209;HARTNELL COMMUNITY COLLEGE
27348;001212;HUMPHREYS COLLEGE
27349;001214;IMPERIAL VALLEY COLLEGE
27350;001215;LA SIERRA UNIVERSITY
27351;001216;UNIVERSITY OF LA VERNE
27352;001217;LASSEN COLLEGE
27353;001218;LOMA LINDA UNIVERSITY
27354;001219;LONG BEACH CITY COLLEGE
27355;001220;MASTER'S COLLEGE & SEMINARY (THE)
27356;001222;EAST LOS ANGELES COLLEGE
27357;001223;LOS ANGELES CITY COLLEGE
27358;001224;LOS ANGELES HARBOR COLLEGE
27359;001226;LOS ANGELES PIERCE COLLEGE
27360;001227;LOS ANGELES TRADE TECH COLLEGE
27361;001228;LOS ANGELES VALLEY COLLEGE
27362;001229;SO CA UNIV  HEALTH SCIENCES
27363;001230;MARSHALL B. KETCHUM UNIVERSITY
27364;001232;AMERICAN RIVER COLLEGE
27365;001233;SACRAMENTO CITY COLLEGE
27366;001234;LOYOLA MARYMOUNT UNIVERSITY
27367;001236;MENLO COLLEGE
27368;001237;MERCED COMMUNITY COLLEGE
27369;001238;MILLS COLLEGE
27370;001239;MIRACOSTA COLLEGE
27371;001240;MODESTO JUNIOR COLLEGE
27372;001241;MIDDLEBURY COLLEGE - MONTEREY INSTITUTE
27373;001242;MONTEREY PENINSULA COLLEGE
27374;001243;MOUNT ST MARYS COLLEGE
27375;001245;MT. SAN ANTONIO COLLEGE
27376;001246;MT SAN JACINTO COLLEGE
27377;001247;NAPA VALLEY COLLEGE
27378;001249;OCCIDENTAL COLLEGE
27379;001250;ORANGE COAST COLLEGE - FIN AID OFF
27380;001251;OTIS COLLEGE OF ART AND DESIGN
27381;001252;HOPE INTERNATIONAL UNIVERSITY
27382;001253;FRESNO PACIFIC UNIVERSITY
27383;001255;PACIFIC OAKS COLLEGE
27384;001258;PACIFIC UNION COLLEGE
27385;001259;PALO VERDE COLLEGE
27386;001260;PALOMAR COLLEGE
27387;001261;PASADENA CITY COLLEGE
27388;001262;POINT LOMA NAZARENE UNIVERSITY
27389;001264;PEPPERDINE UNIVERSITY
27390;001266;LANEY COLLEGE
27391;001267;MERRITT COLLEGE
27392;001268;PORTERVILLE COLLEGE
27393;001269;RIO HONDO COLLEGE
27394;001270;RIVERSIDE CITY COLLEGE
27395;001272;SAN BERNARDINO VALLEY COLLEGE
27396;001273;SAN DIEGO CITY COLLEGE
27397;001275;SAN DIEGO MESA COLLEGE
27398;001278;SAN FRANCISCO CONSERVATORY OF MUSIC
27399;001280;SAN JOAQUIN DELTA COLLEGE
27400;001281;WILLIAM JESSUP UNIVERSITY
27401;001282;SAN JOSE CITY COLLEGE
27402;001284;SANTA ANA COLLEGE
27403;001285;SANTA BARBARA CITY COLLEGE
27404;001286;SANTA MONICA COLLEGE
27405;001287;SANTA ROSA JUNIOR COLLEGE
27406;001289;SHASTA COLLEGE
27407;001290;SIERRA COLLEGE
27408;001291;SIMPSON UNIVERSITY
27409;001292;SOLANO COMMUNITY COLLEGE
27410;001293;VANGUARD UNIVERSITY OF SOUTHERN CA
27411;001294;SOUTHWESTERN COLLEGE
27412;001302;SAINT MARY'S COLLEGE OF CALIFORNIA
27413;001305;STANFORD UNIVERSITY
27414;001307;FRESNO CITY COLLEGE
27415;001308;REEDLEY COLLEGE
27416;001309;TAFT COLLEGE
27417;001312;UNIVERSITY OF CALIFORNIA, BERKELEY
27418;001313;UNIVERSITY OF CALIFORNIA-DAVIS
27419;001314;UNIVERSITY OF CALIFORNIA-IRVINE
27420;001315;UNIVERSITY OF CALIFORNIA (UCLA)
27421;001316;UNIVERSITY OF CALIFORNIA-RIVERSIDE
27422;001317;UNIVERSITY OF CALIFORNIA-SAN DIEGO
27423;001319;UNIVERSITY OF CALIFORNIA-SFRANCISCO
27424;001320;UNIVERSITY OF CALIFORNIA-SANTA BARB
27425;001321;UNIVERSITY OF CALIFORNIA-SANTA CRUZ
27426;001322;UNIVERSITY OF REDLANDS
27427;001325;UNIVERSITY OF SAN FRANCISCO
27428;001326;SANTA CLARA UNIVERSITY
27429;001328;UNIVERSITY OF SOUTHERN CALIFORNIA
27430;001329;UNIVERSITY OF THE PACIFIC
27431;001334;VENTURA COLLEGE
27432;001335;VICTOR VALLEY COLLEGE
27433;001338;WEST VALLEY COLLEGE
27434;001339;CORBAN UNIVERSITY
27435;001341;WESTMONT COLLEGE
27436;001342;WHITTIER COLLEGE
27437;001343;WOODBURY UNIVERSITY
27438;001344;YUBA COLLEGE
27439;001345;ADAMS STATE COLLEGE
27440;001346;ARAPAHOE COMMUNITY COLLEGE
27441;001347;COLORADO COLLEGE
27442;001348;COLORADO SCHOOL OF MINES
27443;001349;UNIVERSITY OF NORTHERN COLORADO
27444;001350;COLORADO STATE UNIVERSITY
27445;001352;DENVER  SEMINARY
27446;001353;FORT LEWIS COLLEGE
27447;001355;LAMAR COMMUNITY COLLEGE
27448;001358;COLORADO MESA UNIVERSITY
27449;001359;COLORADO NORTHWESTERN COMMUNITY COLLEGE
27450;001360;METROPOLITAN STATE UNIVERSITY OF DENVER
27451;001361;NORTHEASTERN JUNIOR COLLEGE
27452;001362;OTERO JUNIOR COLLEGE
27453;001363;REGIS UNIVERSITY
27454;001365;COLORADO STATE UNIVERSITY-PUEBLO
27455;001368;TRINIDAD STATE JR COLLEGE
27456;001370;UNIVERSITY OF COLORADO-BOULDER
27457;001371;UNIVERSITY OF DENVER
27458;001372;WESTERN STATE COLORADO UNIVERSITY
27459;001374;ALBERTUS MAGNUS COLLEGE
27460;001378;CENTRAL CONNECTICUT STATE UNIV
27461;001379;CONNECTICUT COLLEGE
27462;001380;WESTERN CONNECTICUT STATE UNIV
27463;001385;FAIRFIELD UNIVERSITY
27464;001389;HOLY APOSTLES COLLEGE & SEMINARY
27465;001392;MANCHESTER COMMUNITY COLLEGE
27466;001393;MITCHELL COLLEGE
27467;001397;UNIVERSITY OF NEW HAVEN
27468;001398;NORTHWESTERN CT COMMUNITY COLLEGE
27469;001399;NORWALK COMMUNITY TECHNICAL COLLEGE
27470;001401;POST UNIVERSITY
27471;001402;QUINNIPIAC UNIVERSITY
27472;001403;SACRED HEART UNIVERSITY
27473;001406;SOUTHERN CONNECTICUT STATE UNIV
27474;001409;UNIVERSITY OF SAINT JOSEPH
27475;001414;TRINITY COLLEGE
27476;001416;UNIVERSITY OF BRIDGEPORT
27477;001417;UNIVERSITY OF CONNECTICUT-STORRS
27478;001419;UNIV CONN STAMFORD
27479;001420;UNIV OF CONNECTICUT - TORINGTON
27480;001422;UNIVERSITY OF HARTFORD
27481;001424;WESLEYAN UNIVERSITY
27482;001425;EASTERN CONNECTICUT STATE UNIV
27483;001426;YALE UNIVERSITY
27484;001428;DELAWARE STATE UNIVERSITY
27485;001429;GOLDEY BEACOM COLLEGE
27486;001431;UNIVERSITY OF DELAWARE
27487;001433;WESLEY COLLEGE
27488;001434;AMERICAN UNIVERSITY
27489;001436;CAPITOL COLLEGE
27490;001437;CATHOLIC UNIVERSITY OF AMERICA
27491;001443;GALLAUDET UNIVERSITY
27492;001444;GEORGE WASHINGTON UNIVERSITY
27493;001445;GEORGETOWN UNIVERSITY
27494;001448;HOWARD UNIVERSITY
27495;001459;STRAYER UNIVERSITY
27496;001460;TRINITY UNIVERSITY
27497;001466;BARRY UNIVERSITY
27498;001467;BETHUNE COOKMAN UNIVERSITY
27499;001468;ST THOMAS UNIVERSITY
27500;001469;FLORIDA INSTITUTE OF TECHNOLOGY
27501;001470;EASTERN FLORIDA STATE COLLEGE
27502;001471;COLLEGE OF CENTRAL FLORIDA
27503;001472;CHIPOLA  COLLEGE
27504;001475;DAYTONA STATE COLLEGE
27505;001477;FLORIDA SOUTHWESTERN STATE COLLEGE
27506;001478;EDWARD WATERS COLLEGE
27507;001479;EMBRY-RIDDLE AERONAUTICAL UNIV
27508;001480;FLORIDA A & M UNIVERSITY
27509;001481;FLORIDA ATLANTIC UNIVERSITY
27510;001482;FLORIDA COLLEGE
27511;001484;FLORIDA STATE COLLEGE AT JACKSONVILLE
27512;001485;FLORIDA KEYS COMMUNITY COLLEGE
27513;001486;FLORIDA MEMORIAL UNIVERSITY
27514;001487;ECKERD COLLEGE
27515;001488;FLORIDA SOUTHERN COLLEGE
27516;001489;FLORIDA STATE UNIVERSITY
27517;001490;GULF COAST STATE COLLEGE
27518;001493;INDIAN RIVER STATE COLLEGE
27519;001495;JACKSONVILLE UNIVERSITY
27520;001497;JONES COLLEGE
27521;001500;BROWARD COLLEGE- DOWNTOWN CTR
27522;001501;FLORIDA GATEWAY COLLEGE
27523;001502;LAKE SUMTER COMMUNITY COLLEGE
27524;001504;STATE COLLEGE OF FLORIDA, MANATEE-SARASO
27525;001505;LYNN UNIVERSITY
27526;001506;MIAMI DADE COLLEGE ADMINISTRATION ONLY
27527;001508;NORTH FLORIDA COMMUNITY COLLEGE
27528;001509;NOVA SOUTHEASTERN UNIVERSITY
27529;001510;NORTHWEST FLORIDA STATE COLLEGE
27530;001512;PALM BEACH COMMUNITY COLLEGE
27531;001513;PENSACOLA STATE COLLEGE
27532;001514;POLK STATE COLLEGE
27533;001515;ROLLINS COLLEGE
27534;001519;SANTA FE COLLEGE
27535;001520;SEMINOLE STATE COLLEGE OF FLORIDA
27536;001521;SOUTHEASTERN UNIVERSITY
27537;001522;SOUTH FLORIDA COMMUNITY COLLEGE
27538;001523;SAINT JOHNS RIVER STATE COLLEGE
27539;001526;SAINT LEO UNIVERSITY
27540;001528;ST. PETERSBURG COLLEGE
27541;001531;STETSON UNIVERSITY
27542;001533;TALLAHASSEE COMMUNITY COLLEGE
27543;001534;EVEREST UNIVERSITY - TAMPA
27544;001535;UNIVERSITY OF FLORIDA
27545;001536;UNIVERSITY OF MIAMI
27546;001537;UNIVERSITY OF SOUTH FLORIDA
27547;001538;UNIVERSITY OF TAMPA
27548;001540;WEBBER INTERNATIONAL UNIVERSITY
27549;001541;ABRAHAM BALDWIN AGRICULTURAL CLG
27550;001542;AGNES SCOTT COLLEGE
27551;001543;DARTON COLLEGE
27552;001544;ALBANY STATE UNIVERSITY
27553;001545;ANDREW COLLEGE
27554;001546;ARMSTRONG ATLANTIC STATE UNIVERSITY
27555;001547;POINT UNIVERSITY
27556;001554;BERRY COLLEGE
27557;001555;THOMAS UNIVERSITY
27558;001556;BRENAU UNIVERSITY
27559;001557;BREWTON PARKER COLLEGE
27560;001558;COLLEGE OF COASTAL GEORGIA
27561;001559;CLARK ATLANTA UNIVERSITY
27562;001561;COLUMBUS STATE UNIVERSITY
27563;001563;EMMANUEL COLLEGE
27564;001564;EMORY UNIVERSITY
27565;001566;FORT VALLEY STATE UNIVERSITY
27566;001569;GEORGIA INSTITUTE OF TECHNOLOGY
27567;001571;GEORGIA MILITARY COLLEGE
27568;001572;GEORGIA SOUTHERN UNIVERSITY
27569;001573;GEORGIA SOUTHWESTERN STATE UNIV
27570;001574;GEORGIA STATE UNIVERSITY
27571;001575;GORDON COLLEGE
27572;001577;KENNESAW STATE UNIVERSITY
27573;001578;LAGRANGE COLLEGE
27574;001579;GEORGIA REGENTS UNIVERSITY
27575;001580;MERCER UNIVERSITY
27576;001581;MIDDLE GEORGIA STATE UNIVERSITY
27577;001582;MOREHOUSE COLLEGE
27578;001585;UNIVERSITY OF NORTH GEORGIA
27579;001586;OGLETHORPE UNIVERSITY
27580;001587;PAINE COLLEGE
27581;001588;PIEDMONT COLLEGE
27582;001589;REINHARDT UNIVERSITY
27583;001590;SAVANNAH STATE UNIVERSITY
27584;001591;SHORTER UNIVERSITY
27585;001592;SOUTH GEORGIA STATE COLLEGE
27586;001594;SPELMAN COLLEGE
27587;001596;TOCCOA FALLS COLLEGE
27588;001597;TRUETT MCCONNELL COLLEGE
27589;001598;UNIVERSITY OF GEORGIA
27590;001599;VALDOSTA STATE UNIVERSITY
27591;001600;WESLEYAN COLLEGE
27592;001601;UNIV OF WEST GEORGIA
27593;001602;GEORGIA COLLEGE & STATE UNIVERSITY
27594;001604;YOUNG HARRIS COLLEGE
27595;001605;CHAMINADE UNIV OF HONOLULU
27596;001606;BRIGHAM YOUNG UNIV-HAWAII CAMPUS
27597;001610;UNIVERSITY OF HAWAII AT MANOA
27598;001611;UNIVERSITY OF HAWAII AT HILO
27599;001612;HONOLULU COMMUNITY COLLEGE
27600;001613;KAPIOLANI COMMUNITY COLLEGE
27601;001614;KAUAI COMMUNITY COLLEGE
27602;001615;UNIVERSITY OF HAWAII MAUI COLLEGE
27603;001616;BOISE STATE UNIVERSITY
27604;001617;COLLEGE OF IDAHO, THE
27605;001619;COLLEGE OF SOUTHERN IDAHO
27606;001620;IDAHO STATE UNIVERSITY
27607;001621;LEWIS-CLARK STATE COLLEGE
27608;001623;NORTH IDAHO COLLEGE
27609;001624;NORTHWEST NAZARENE UNIVERSITY
27610;001625;BRIGHAM YOUNG UNIVERSITY-IDAHO
27611;001626;UNIVERSITY OF IDAHO
27612;001628;AMERICAN ACADEMY OF ART
27613;001633;AUGUSTANA COLLEGE
27614;001634;AURORA UNIVERSITY
